
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Dextrose Monohydrate 5% Injection","Otsuka ICU Medical LLC","1-866-829-9025 or ProductAvailability@icumed.com","Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7922-09)","Reverified","09/17/2025","Available","This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","02/14/2022","","","","","","",""
"Dextrose Monohydrate 50% Injection","Amphastar Pharmaceuticals, Inc.","800-423-4136","Dextrose Monohydrate 50%, Injection, 25 g/50 mL (NDC 76329-3302-1)","Reverified","09/16/2025","Available","","","","Endocrinology/Metabolism; Gastroenterology; Pediatric","Current","","","01/13/2022","","","","","","",""
"Dextrose Monohydrate 50% Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dextrose Monohydrate 50%, Injection, 25 g/50 mL (NDC 0409-7517-16)","Revised","08/15/2025","Available","","","","Endocrinology/Metabolism; Gastroenterology; Pediatric","Current","","","01/13/2022","","","","","","",""
"Dextrose Monohydrate 50% Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dextrose Monohydrate 50%, Injection, 25 g/50 mL (NDC 0409-4902-34)","Revised","08/15/2025","Unavailable","Shortage per Manufacturer: Manufacturing Delay","","Other","Endocrinology/Metabolism; Gastroenterology; Pediatric","Current","","","01/13/2022","","","","","","",""
"Dextrose Monohydrate 50% Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dextrose Monohydrate 50%, Injection, 25 g/50 mL (NDC 0409-6648-02)","Reverified","08/15/2025","Available","","","","Endocrinology/Metabolism; Gastroenterology; Pediatric","Current","","","01/13/2022","","","","","","",""
"Dextrose Monohydrate 70% Injection","B. Braun Medical Inc.","800-227-2862","Dextrose Monohydrate 70%, Injection, 70 g/100 mL (NDC 0264-7387-50)","Reverified","09/16/2025","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","10/11/2024","","","","","","",""
"Dextrose Monohydrate 70% Injection","Otsuka ICU Medical LLC","1-866-829-9025 or ProductAvailability@icumed.com","DEXTROSE 70% IN PLASTIC CONTAINER, Injection, 70 g/100 mL (NDC 0990-7918-19)","Reverified","09/17/2025","Available","This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","10/11/2024","","","","","","",""
"Dextrose Monohydrate 70% Injection","Baxter Healthcare","888-229-0001","Dextrose Monohydrate 70%, Injection, 70 g/100 mL (NDC 0338-0719-06)","Reverified","09/03/2025","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","10/11/2024","","","","","","",""
"Dextrose Monohydrate 70% Injection","Otsuka ICU Medical LLC","1-866-829-9025 or ProductAvailability@icumed.com","DEXTROSE 70% IN PLASTIC CONTAINER, Injection, 70 g/100 mL (NDC 0990-7120-07)","Reverified","09/17/2025","Available","This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.","","","Endocrinology/Metabolism; Gastroenterology; Other; Pediatric","Current","","","10/11/2024","","","","","","",""
"Digoxin Tablet","Sun Pharmaceutical Industries Limited","800-818-4555","Digoxin, Tablet, 125 ug (NDC 57664-437-88)","New","12/05/2024","","Discontinuing for business reasons","","","Cardiovascular","To Be Discontinued","","12/05/2024","12/05/2024","","","","","","",""
"Digoxin Tablet","Sun Pharmaceutical Industries Limited","800-818-4555","Digoxin, Tablet, 125 ug (NDC 57664-437-18)","New","12/05/2024","","Discontinuing for business reasons","","","Cardiovascular","To Be Discontinued","","12/05/2024","12/05/2024","","","","","","",""
"Digoxin Tablet","Sun Pharmaceutical Industries Limited","800-818-4555","Digoxin, Tablet, 250 ug (NDC 57664-441-18)","New","12/05/2024","","Discontinuing for business reasons","","","Cardiovascular","To Be Discontinued","","12/05/2024","12/05/2024","","","","","","",""
"Digoxin Tablet","Sun Pharmaceutical Industries Limited","800-818-4555","Digoxin, Tablet, 250 ug (NDC 57664-441-88)","New","12/05/2024","","Discontinuing for business reasons","","","Cardiovascular","To Be Discontinued","","12/05/2024","12/05/2024","","","","","","",""
"Divalproex Sodium Tablet, Delayed Release","Upsher-Smith Laboratories, LLC","800-654-2299","Divalproex Sodium, Tablet, Delayed Release, 125 mg (NDC 0832-7122-11)","New","04/28/2025","","Discontinuation of manufacture of drug based on business decision.","","","Neurology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Divalproex Sodium Tablet, Delayed Release","Upsher-Smith Laboratories, LLC","800-654-2299","Divalproex Sodium, Tablet, Delayed Release, 125 mg (NDC 0832-7122-15)","New","04/28/2025","","Discontinuation of manufacture of drug based on business decision.","","","Neurology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Divalproex Sodium Tablet, Delayed Release","Upsher-Smith Laboratories, LLC","800-654-2299","Divalproex Sodium, Tablet, Delayed Release, 250 mg (NDC 0832-7123-01)","New","04/28/2025","","Discontinuation of manufacture of drug based on business decision.","","","Neurology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Divalproex Sodium Tablet, Delayed Release","Upsher-Smith Laboratories, LLC","800-654-2299","Divalproex Sodium, Tablet, Delayed Release, 250 mg (NDC 0832-7123-11)","New","04/28/2025","","Discontinuation of manufacture of drug based on business decision.","","","Neurology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Divalproex Sodium Tablet, Delayed Release","Upsher-Smith Laboratories, LLC","800-654-2299","Divalproex Sodium, Tablet, Delayed Release, 250 mg (NDC 0832-7123-15)","New","04/28/2025","","Discontinuation of manufacture of drug based on business decision.","","","Neurology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Divalproex Sodium Tablet, Delayed Release","Upsher-Smith Laboratories, LLC","800-654-2299","Divalproex Sodium, Tablet, Delayed Release, 500 mg (NDC 0832-7124-01)","New","04/28/2025","","Discontinuation of manufacture of drug based on business decision.","","","Neurology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Divalproex Sodium Tablet, Delayed Release","Upsher-Smith Laboratories, LLC","800-654-2299","Divalproex Sodium, Tablet, Delayed Release, 500 mg (NDC 0832-7124-11)","New","04/28/2025","","Discontinuation of manufacture of drug based on business decision.","","","Neurology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Divalproex Sodium Tablet, Delayed Release","Upsher-Smith Laboratories, LLC","800-654-2299","Divalproex Sodium, Tablet, Delayed Release, 500 mg (NDC 0832-7124-15)","New","04/28/2025","","Discontinuation of manufacture of drug based on business decision.","","","Neurology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Dobutamine Hydrochloride Injection","Pfizer Inc.","844-646-4398","Dobutamine Hydrochloride, Injection, 12.5 mg/1 mL (NDC 0409-2344-88)","New","08/27/2025","","Discontinuation of the manufacture of the drug","","","Cardiovascular; Pediatric; Renal","To Be Discontinued","","08/27/2025","08/27/2025","","","","","","",""
"Dobutamine Hydrochloride Injection","Baxter Healthcare","888-229-0001","Dobutamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 100 mg/100 mL (NDC 0338-1073-02)","Reverified","09/03/2025","Available","","","","Cardiovascular; Pediatric; Renal","Current","","","11/06/2017","","","","","","",""
"Dobutamine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dobutamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 250 mg/250mL (100 mg/mL) (NDC 0409-2346-32)","Revised","08/15/2025","Unavailable","Next Delivery: November 2025; Estimated Recovery: December 2025","","Demand increase for the drug","Cardiovascular; Pediatric; Renal","Current","","","11/06/2017","","","","","","",""
"Dobutamine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dobutamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 500 mg/250mL (200 mg/mL) (NDC 0409-2347-32)","Revised","08/15/2025","Unavailable","Next Delivery: November 2025; Estimated Recovery: December 2025","","Demand increase for the drug","Cardiovascular; Pediatric; Renal","Current","12/19/2024","","11/06/2017","","","","","","",""
"Dobutamine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dobutamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 1,000 mg/250mL (400 mg/mL) (NDC 0409-3724-32)","Revised","08/15/2025","Unavailable","Next Delivery: November 2025; Estimated Recovery: December 2025","","Demand increase for the drug","Cardiovascular; Pediatric; Renal","Current","12/19/2024","","11/06/2017","","","","","","",""
"Dobutamine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dobutamine Hydrochloride, Injection, 250 mg/20mL (12.5 mg/1 mL) (NDC 0409-2344-01)","Revised","08/15/2025","Available","","","","Cardiovascular; Pediatric; Renal","Current","12/19/2024","","11/06/2017","","","","","","",""
"Dobutamine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dobutamine Hydrochloride, Injection, 250 mg/20mL (12.5 mg/1 mL) (NDC 0409-2344-02)","Revised","08/15/2025","Available","","","","Cardiovascular; Pediatric; Renal","Current","12/19/2024","","11/06/2017","","","","","","",""
"Dobutamine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dobutamine Hydrochloride, Injection, 250 mg/20mL (12.5 mg/1 mL) (NDC 0409-2344-88)","Revised","08/15/2025","Unavailable","Shortage per Manufacturer: Manufacturing Delay","","Other","Cardiovascular; Pediatric; Renal","Current","","","11/06/2017","","","","","","",""
"Dobutamine Hydrochloride Injection","Baxter Healthcare","888-229-0001","Dobutamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 200 mg/100 mL (NDC 0338-1075-02)","Reverified","09/03/2025","Available","","","","Cardiovascular; Pediatric; Renal","Current","","","11/06/2017","","","","","","",""
"Dobutamine Hydrochloride Injection","Baxter Healthcare","888-229-0001","Dobutamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 400 mg/100 mL (NDC 0338-1077-02)","Reverified","09/03/2025","Available","","","","Cardiovascular; Pediatric; Renal","Current","","","11/06/2017","","","","","","",""
"Dobutamine Hydrochloride Injection","Hainan Poly Pharm. Co., Ltd.","Slate Run Pharmaceuticals, LLC: 844-529-8988","Dobutamine Hydrochloride, Injection, 250 mg/20 mL (NDC 70436-203-80)","Reverified","09/15/2025","Available","Distributed by Slate Run Pharmaceuticals, LLC, 1-844-529-8988","","","Cardiovascular; Pediatric; Renal","Current","","","11/06/2017","","","","","","",""
"Docetaxel Injection","Pfizer Inc.","844-646-4398","Docetaxel, Injection, 160 mg/16 mL (10 mg/mL) Multiple Dose ONCO-TAIN™ Glass Fliptop Vial Novaplus®  (NDC 0409-0016-01)","New","06/24/2025","","Discontinuation of the manufacture of the drug","","","Oncology","To Be Discontinued","","06/24/2025","06/24/2025","","","","","","",""
"Docetaxel Injection","Pfizer Inc.","844-646-4398","Docetaxel, Injection, 20 mg/2 mL (10 mg/mL) Single Dose ONCO-TAIN™ Glass Fliptop Vial Novaplus®  (NDC 0409-2026-01)","New","06/24/2025","","Discontinuation of the manufacture of the drug","","","Oncology","To Be Discontinued","","06/24/2025","06/24/2025","","","","","","",""
"Docetaxel Injection","Pfizer Inc.","844-646-4398 ","Docetaxel, Injection, 10 mg/1 mL (NDC 0409-1732-01)","New","01/15/2025","","Discontinuation of the manufacture of the drug","","","Oncology","To Be Discontinued","","01/15/2025","01/15/2025","","","","","","",""
"Docetaxel Injection","Pfizer Inc.","844-646-4398 ","Docetaxel, Injection, 10 mg/1 mL (NDC 0409-7870-01)","New","01/15/2025","","Discontinuation of the manufacture of the drug","","","Oncology","To Be Discontinued","","01/15/2025","01/15/2025","","","","","","",""
"Donepezil Hydrochloride Tablet","Strides Pharma Inc.","877-244-9825","Donepezil Hydrochloride, Tablet, 5 mg (NDC 71093-127-01)","New","01/28/2025","","Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug","","","Neurology","To Be Discontinued","","01/28/2025","01/28/2025","","","","","","",""
"Donepezil Hydrochloride Tablet","Strides Pharma Inc.","877-244-9825","Donepezil Hydrochloride, Tablet, 5 mg (NDC 71093-127-03)","New","01/28/2025","","Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug","","","Neurology","To Be Discontinued","","01/28/2025","01/28/2025","","","","","","",""
"Donepezil Hydrochloride Tablet","Strides Pharma Inc.","877-244-9825","Donepezil Hydrochloride, Tablet, 5 mg (NDC 71093-127-05)","New","01/28/2025","","Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug","","","Neurology","To Be Discontinued","","01/28/2025","01/28/2025","","","","","","",""
"Donepezil Hydrochloride Tablet","Strides Pharma Inc.","877-244-9825","Donepezil Hydrochloride, Tablet, 5 mg (NDC 71093-127-06)","New","01/28/2025","","Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug","","","Neurology","To Be Discontinued","","01/28/2025","01/28/2025","","","","","","",""
"Donepezil Hydrochloride Tablet","Strides Pharma Inc.","877-244-9825","Donepezil Hydrochloride, Tablet, 10 mg (NDC 71093-128-01)","New","01/28/2025","","Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug","","","Neurology","To Be Discontinued","","01/28/2025","01/28/2025","","","","","","",""
"Donepezil Hydrochloride Tablet","Strides Pharma Inc.","877-244-9825","Donepezil Hydrochloride, Tablet, 10 mg (NDC 71093-128-03)","New","01/28/2025","","Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug","","","Neurology","To Be Discontinued","","01/28/2025","01/28/2025","","","","","","",""
"Donepezil Hydrochloride Tablet","Strides Pharma Inc.","877-244-9825","Donepezil Hydrochloride, Tablet, 10 mg (NDC 71093-128-05)","New","01/28/2025","","Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug","","","Neurology","To Be Discontinued","","01/28/2025","01/28/2025","","","","","","",""
"Donepezil Hydrochloride Tablet","Strides Pharma Inc.","877-244-9825","Donepezil Hydrochloride, Tablet, 10 mg (NDC 71093-128-06)","New","01/28/2025","","Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug","","","Neurology","To Be Discontinued","","01/28/2025","01/28/2025","","","","","","",""
"Dopamine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Dopamine Hydrochloride in Dextrose 5% in plastic container, Injection, 800 mg/500 mL (1,600 mcg/mL) (NDC 0409-7809-24)","New","08/27/2025","","Discontinuation of the manufacture of the drug","","","Cardiovascular","To Be Discontinued","","","08/27/2025","","","","","","",""
"Dopamine Hydrochloride Injection","Baxter Healthcare","888-229-0001","Dopamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 80 mg/100 mL (NDC 0338-1005-03)","Reverified","09/03/2025","Available","","","","Cardiovascular","Current","","","11/06/2017","","","","","","",""
